"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"BRA","-53.08432878","-10.77668561","76","Brazil","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","Population age 10+ using internet in the last 3 months.","Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).","Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).","Population age 10+ using internet in the last 3 months.","Population age 10+ using internet in the last 3 months.","In the last 3 months. Population 10+.","Population age 10+ using internet in the last 3 months.","Population age 10+.","Population age 10+.","Population age 10+.","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","IBGE.","ITU estimate based on Brazilian Internet Steering Committee.","ITU estimate based on Brazilian Internet Steering Committee.","Brazilian Internet Steering Committee.","Brazilian Internet Steering Committee.","Brazilian Internet Steering Committee.","Brazilian Internet Steering Committee.","NIC.br","NIC.br","NIC.br","Brazilian Internet Steering Committee.","NIC.br","","","","","","","","","","","","","","","","","","2.9","4.5","9.1","13.2","19.1","21.0","28.2","30.9","33.8","39.2","40.7","45.7","48.6","51.0","54.6","58.3","60.9",2016.0,"60.9"
"ALB","20.06660928","41.13897007","8","Albania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","NULL","NULL","NULL","","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Albanian Telecom Enterprise.","Albanian Telecom Enterprise.","Albanian Telecom Enterprise.","Ministry of Transport and Telecommunications.","Ministry of Transport and Telecommunications.","Ministry of Transport and Telecommunications.","ITU estimate. ","ITU estimate.","Minister for Innovation and ICT","Minister for Innovation and ICT","Minister for Innovation and ICT","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","","","","","","","","","","","","","","","","","","0.1","0.3","0.4","1.0","2.4","6.0","9.6","15.0","23.9","41.2","45.0","49.0","54.7","57.2","60.1","63.3","66.4",2016.0,"66.4"
"EGY","29.77468534","26.57438204","818","Egypt","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Telecom Egypt estimate.","Telecom Egypt estimate.","MICT.","Telecom Egypt estimate.","Ministry of Communications and Information Technology.","Ministry of Communications and Information Technology.","Ministry of Communications and Information Technology.","Ministry of Communcations and Information Technology","Ministry of Communications and Information Technology","ITU estimate.","Ministry of Communications and Information Technology","Ministry of Communications and Information Technology","central agency for public mobilization and statistics-capmas","Ministry of Communications and Information Technology","Ministry of Communications and Information Technology","Central Agency For Public Mobilization And Statistics (CAPMAS)","Central Agency For Public Mobilization And Statistics (CAPMAS).","","","","","","","","","","","","","","","","","","0.6","0.8","2.7","4.0","11.9","12.8","13.7","16.0","18.0","20.0","21.6","25.6","26.4","29.4","33.9","37.8","41.2",2016.0,"41.2"
"GGY","-2.200712402","49.71561166","831","Guernsey","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","","","","","NA","","","","","","Cable & Wireless Guernsey.","Cable & Wireless Guernsey.","CRC based on survey.","Cable & Wireless Guernsey.","2004 HH ICT survey.","Cable & Wireless Guernsey.","Cable & Wireless Guernsey.","","","","","ITU estimate.","","","","","","","","","","","","","","","","","","","","","","","31.9","44.5","53.6","59.1","64.5","73.6","83.6","","","","","83.6","","","","","",2011.0,"83.6"
"JEY","-2.136773508","49.22353354","832","Jersey","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","","","NULL","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","","NA","NA","","","","","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ITU estimate.","","","","ITU estimate.","ITU estimate.","","","","","","","","","","","","","","","","","","","","","","9.2","16.1","19.4","22.7","30.7","31.3","31.8","32.4","","","","36.0","41.0","","","","",2012.0,"41.0"
"BLZ","-88.70199554","17.19965901","84","Belize","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","","NULL","","NULL","NULL","NULL","NULL","NULL","NULL","Population age 5+.","NULL","NULL","NULL","NULL","NULL","NULL","NA","","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Belize Telecommunications Ltd (BTL).","","ITU estimate.","","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Staistical Institute of Belize","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","6.0","","5.7","","9.8","17.0","24.0","24.6","26.3","27.2","28.2","30.7","31.0","33.6","38.7","41.6","44.6",2016.0,"44.6"
"BFA","-1.742843829","12.27491081","854","Burkina Faso","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Autorité de Régulation des Télécommunications Électroniques (ARCE)","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","0.1","0.2","0.2","0.4","0.4","0.5","0.6","0.8","0.9","1.1","2.4","3.0","3.7","9.1","9.4","11.4","14.0",2016.0,"14.0"
"VGB","-64.63294223","18.42256578","92","British Virgin Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","NULL","","","","","","","NULL","","NULL","NULL","","","","","","","NA","","","","","","","NA","NA","NA","NA","","","","","","","NULL","","","","","","","Telecommunications Regulatory Commission","Telecommunications Regulatory Commission","NULL","NULL","","","","","","","","","","","","","","","","","","","","","","","","18.9","","","","","","","36.0","37.0","37.4","37.6","","","","",2012.0,"37.6"
"BRN","114.6288563","4.49736984","96","Brunei Darussalam","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Estimate.","Estimate.","","","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Jabatan Telekom Brunei (JTB). Ministry of Communications.","Jabatan Telekom Brunei (JTB). Ministry of Communications.","AiTi.","AiTi.","AiTi.","AiTi.","AiTi.","Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)","Authority for Info-communications Technology Industry of Brunei Darussalam","Authority for Info-communications Technology Industry of Brunei Darussalam","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Department of Statistics.","","","","","","","","","","","","","","","","","","9.0","12.9","15.3","19.6","29.7","36.5","42.2","44.7","46.0","49.0","53.0","56.0","60.3","64.5","68.8","71.2","90.0",2016.0,"90.0"
"ATA","21.47585697","-80.40897662","10","Antarctica","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
